Subpopulation,Indicator,NResp,Value,Estimate.P,LCB95Pct.P,UCB95Pct.P
Roanoke Basin,VSCIAll,46,54.5657164,34.39526292,25.60187331,43.18865253
Roanoke Basin,VSCIAll,47,54.71,34.87655019,26.06667263,43.68642774
Roanoke Basin,VSCIAll,48,54.725,36.9484602,28.06495638,45.83196402
Roanoke Basin,VSCIAll,49,54.80744298,37.42974746,28.46206237,46.39743255
Roanoke Basin,VSCIAll,50,55.16331702,37.91103473,28.89760084,46.92446861
Roanoke Basin,VSCIAll,51,55.24,38.26675836,29.28724013,47.2462766
Roanoke Basin,VSCIAll,52,55.54140865,38.74804563,29.7355071,47.76058416
Roanoke Basin,VSCIAll,53,55.61969315,38.97161386,29.95373395,47.98949378
Roanoke Basin,VSCIAll,54,55.75,41.04352388,32.05193037,50.03511738
Roanoke Basin,VSCIAll,55,55.855,41.39924751,32.39301841,50.40547661
Roanoke Basin,VSCIAll,56,55.88,41.62281575,32.61007014,50.63556136
Roanoke Basin,VSCIAll,57,56.09,42.10410301,33.09721221,51.11099381
Roanoke Basin,VSCIAll,58,56.6524971,42.21270286,33.21927576,51.20612996
Roanoke Basin,VSCIAll,59,56.65324608,42.5684265,33.58208675,51.55476625
Roanoke Basin,VSCIAll,60,57.3,43.04971377,34.04808278,52.05134475
Roanoke Basin,VSCIAll,61,57.49415027,43.53100103,34.51560012,52.54640194
Roanoke Basin,VSCIAll,62,58.49031861,43.75456927,34.7273405,52.78179803
Roanoke Basin,VSCIAll,63,58.53,45.82647928,36.51329944,55.13965911
Roanoke Basin,VSCIAll,64,59.61277,46.18220291,36.8432055,55.52120033
Roanoke Basin,VSCIAll,65,59.62179565,46.40577115,37.07692912,55.73461319
Roanoke Basin,VSCIAll,66,59.66,46.76149479,37.38950703,56.13348254
Roanoke Basin,VSCIAll,67,59.90618474,47.24278205,37.87736758,56.60819652
Roanoke Basin,VSCIAll,68,60.03,47.72406932,38.37084454,57.07729409
Roanoke Basin,VSCIAll,69,60.06,49.79597933,40.41638733,59.17557132
Roanoke Basin,VSCIAll,70,60.52347077,50.27726659,40.92634007,59.62819311
Roanoke Basin,VSCIAll,71,60.68537192,50.38586644,41.03134261,59.74039027
Roanoke Basin,VSCIAll,72,61.2191608,52.45777645,43.1340117,61.78154121
Roanoke Basin,VSCIAll,73,61.22,53.49373146,44.2158597,62.77160322
Roanoke Basin,VSCIAll,74,61.235,53.60233131,44.33186461,62.87279801
Roanoke Basin,VSCIAll,75,61.29924719,55.67424132,46.66416251,64.68432013
Roanoke Basin,VSCIAll,76,61.79712736,56.15552858,47.14651648,65.16454068
Roanoke Basin,VSCIAll,77,62.26,56.37909682,47.38677254,65.3714211
Roanoke Basin,VSCIAll,78,62.26170939,56.60266506,47.62508611,65.58024401
Roanoke Basin,VSCIAll,79,62.29,56.9583887,48.01328866,65.90348873
Roanoke Basin,VSCIAll,80,62.42,57.31411233,48.41066949,66.21755518
Roanoke Basin,VSCIAll,81,62.68,57.53768057,48.66619578,66.40916536
Roanoke Basin,VSCIAll,82,62.8926753,57.64628042,48.78636773,66.50619311
Roanoke Basin,VSCIAll,83,63.205,58.00200406,49.14703854,66.85696957
Roanoke Basin,VSCIAll,84,63.25238824,58.11060391,49.24891841,66.9722894
Roanoke Basin,VSCIAll,85,63.27695732,58.33417214,49.47551234,67.19283195
Roanoke Basin,VSCIAll,86,63.845,58.68989578,49.85404324,67.52574832
Roanoke Basin,VSCIAll,87,64.06,59.04561942,50.20350419,67.88773465
Roanoke Basin,VSCIAll,88,65.14,61.11752943,52.36891615,69.8661427
Roanoke Basin,VSCIAll,89,65.29426122,63.18943944,54.5947718,71.78410707
Roanoke Basin,VSCIAll,90,65.34361747,63.29803929,54.705354,71.89072457
Roanoke Basin,VSCIAll,91,65.61,63.77932655,55.22164941,72.3370037
Roanoke Basin,VSCIAll,92,65.80722055,65.85123656,57.49874166,74.20373147
Roanoke Basin,VSCIAll,93,65.83112864,66.2069602,57.85775392,74.55616648
Roanoke Basin,VSCIAll,94,65.935,66.43052844,58.09030263,74.77075424
Roanoke Basin,VSCIAll,95,66.205,66.65409667,58.3296733,74.97852005
Roanoke Basin,VSCIAll,96,66.55,68.72600669,60.81361132,76.63840205
Roanoke Basin,VSCIAll,97,66.56,69.20729395,61.34735698,77.06723092
Roanoke Basin,VSCIAll,98,66.56153902,69.56301759,61.69793609,77.42809908
Roanoke Basin,VSCIAll,99,66.69504659,69.91874122,62.04038932,77.79709312
Roanoke Basin,VSCIAll,100,66.70494755,70.27446486,62.42030835,78.12862136
Roanoke Basin,VSCIAll,101,67.36,70.63018849,62.80554116,78.45483583
Roanoke Basin,VSCIAll,102,67.41847246,70.73878834,62.91700437,78.56057232
Roanoke Basin,VSCIAll,103,67.61191569,70.96235658,63.13853739,78.78617577
Roanoke Basin,VSCIAll,104,68.405,71.07095643,63.24514152,78.89677135
Roanoke Basin,VSCIAll,105,68.71,71.5522437,63.74880525,79.35568215
Roanoke Basin,VSCIAll,106,68.81,72.03353096,64.19873702,79.86832491
Roanoke Basin,VSCIAll,107,68.83749602,72.2570992,64.38049906,80.13369934
Roanoke Basin,VSCIAll,108,69.24890639,72.61282284,64.76224403,80.46340165
Roanoke Basin,VSCIAll,109,69.555,72.83639107,64.95152027,80.72126187
Roanoke Basin,VSCIAll,110,69.5558389,73.19211471,65.35758837,81.02664105
Roanoke Basin,VSCIAll,111,69.99343681,75.26402472,67.71349853,82.81455091
Roanoke Basin,VSCIAll,112,70.05,77.33593473,70.17797117,84.49389829
Roanoke Basin,VSCIAll,113,70.57,77.69165837,70.56452048,84.81879625
Roanoke Basin,VSCIAll,114,71.10062616,77.9152266,70.80068102,85.02977219
Roanoke Basin,VSCIAll,115,71.105,78.13879484,71.03055538,85.2470343
Roanoke Basin,VSCIAll,116,71.74285532,80.21070485,73.16811117,87.25329854
Roanoke Basin,VSCIAll,117,71.97,80.69199212,73.66840154,87.7155827
Roanoke Basin,VSCIAll,118,71.98403131,81.17327938,74.22793403,88.11862474
Roanoke Basin,VSCIAll,119,72.025,83.24518939,76.7688087,89.72157008
Roanoke Basin,VSCIAll,120,72.17,83.72647666,77.15521951,90.2977338
Roanoke Basin,VSCIAll,121,72.54,84.20776392,77.68977881,90.72574903
Roanoke Basin,VSCIAll,122,73.12,84.43133216,77.93843335,90.92423097
Roanoke Basin,VSCIAll,123,73.4417308,84.6549004,78.183768,91.12603279
Roanoke Basin,VSCIAll,124,73.655,85.13618766,78.72514336,91.54723196
Roanoke Basin,VSCIAll,125,73.71,85.24478751,78.81117756,91.67839746
Roanoke Basin,VSCIAll,126,74.15,87.31669752,80.97038792,93.66300712
Roanoke Basin,VSCIAll,127,74.195,87.79798479,81.3985845,94.19738508
Roanoke Basin,VSCIAll,128,74.31538247,88.27927205,81.90423598,94.65430812
Roanoke Basin,VSCIAll,129,74.44396735,88.3878719,82.0190406,94.7567032
Roanoke Basin,VSCIAll,130,74.455,88.49647175,82.1244018,94.86854171
Roanoke Basin,VSCIAll,131,75.34,90.56838176,85.06461928,96.07214425
Roanoke Basin,VSCIAll,132,75.83,90.74624358,85.24702501,96.24546215
Roanoke Basin,VSCIAll,133,75.89,90.96981182,85.47518904,96.4644346
Roanoke Basin,VSCIAll,134,76.06652142,91.45109908,86.01870641,96.88349176
Roanoke Basin,VSCIAll,135,76.26,93.5230091,89.04984676,97.99617143
Roanoke Basin,VSCIAll,136,76.82,94.00429636,89.4268025,98.58179022
Roanoke Basin,VSCIAll,137,77.46,94.48558362,89.9801926,98.99097465
Roanoke Basin,VSCIAll,138,77.8725016,94.84130726,90.36953138,99.31308314
Roanoke Basin,VSCIAll,139,78.26421935,96.91321727,93.57166243,100
Roanoke Basin,VSCIAll,140,79.615,98.98512728,97.93705952,100
Roanoke Basin,VSCIAll,141,79.74,99.1629891,98.16371686,100
Roanoke Basin,VSCIAll,142,80.21793463,99.51871274,98.7468559,100
Roanoke Basin,VSCIAll,143,85.4,100,100,100
Potomac-Shenandoah,VSCIAll,1,27,1.349538142,0,3.655247778
Potomac-Shenandoah,VSCIAll,2,28.65,2.346993613,0.024382386,4.669604839
Potomac-Shenandoah,VSCIAll,3,31.12369774,3.344449083,0.981497944,5.707400222
Potomac-Shenandoah,VSCIAll,4,37.48,9.154122001,0.026724937,18.28151906
Potomac-Shenandoah,VSCIAll,5,37.55981641,14.96379492,2.734069549,27.19352029
Potomac-Shenandoah,VSCIAll,6,39.18617928,16.31333306,3.988113655,28.63855247
Potomac-Shenandoah,VSCIAll,7,40.04,17.6628712,5.309273947,30.01646846
Potomac-Shenandoah,VSCIAll,8,41.57,19.01240935,6.574335356,31.45048334
Potomac-Shenandoah,VSCIAll,9,41.96,19.31692528,6.916441112,31.71740945
Potomac-Shenandoah,VSCIAll,10,42.305,19.94381464,7.584395243,32.30323403
Potomac-Shenandoah,VSCIAll,11,43.13629236,21.29335278,9.030088616,33.55661695
Potomac-Shenandoah,VSCIAll,12,43.56223916,22.64289092,10.21344508,35.07233677
Potomac-Shenandoah,VSCIAll,13,43.63498888,23.99242907,11.73757416,36.24728397
Potomac-Shenandoah,VSCIAll,14,44.475,25.34196721,12.96530412,37.7186303
Potomac-Shenandoah,VSCIAll,15,47.76034325,26.69150535,14.03998484,39.34302586
Potomac-Shenandoah,VSCIAll,16,48.74848394,27.31839471,14.54678704,40.09000237
Potomac-Shenandoah,VSCIAll,17,49.94672063,28.66793285,15.71298862,41.62287709
Potomac-Shenandoah,VSCIAll,18,49.98,29.29482221,16.30051872,42.28912569
Potomac-Shenandoah,VSCIAll,19,50.45297794,30.64436035,17.71804376,43.57067694
Potomac-Shenandoah,VSCIAll,20,51.34,36.45403327,22.38292976,50.52513678
Potomac-Shenandoah,VSCIAll,21,52.25,37.80357141,23.70942766,51.89771517
Potomac-Shenandoah,VSCIAll,22,53.56373431,38.43046077,24.2218846,52.63903693
Potomac-Shenandoah,VSCIAll,23,53.81,39.42791624,25.29084868,53.56498379
Potomac-Shenandoah,VSCIAll,24,54.46,40.0548056,25.87212679,54.2374844
Potomac-Shenandoah,VSCIAll,25,55.22976263,41.40434374,27.13116973,55.67751775
Potomac-Shenandoah,VSCIAll,26,55.2827111,42.75388188,28.28376333,57.22400043
Potomac-Shenandoah,VSCIAll,27,55.56375494,44.10342002,29.70960215,58.4972379
Potomac-Shenandoah,VSCIAll,28,56.05837761,45.45295817,31.25833918,59.64757715
Potomac-Shenandoah,VSCIAll,29,56.15739694,46.07984752,31.8555344,60.30416065
Potomac-Shenandoah,VSCIAll,30,57.64236702,47.07730299,32.83805337,61.31655262
Potomac-Shenandoah,VSCIAll,31,58.54413033,47.70419235,33.47941426,61.92897045
Potomac-Shenandoah,VSCIAll,32,58.89336959,48.70164782,34.5643679,62.83892775
Potomac-Shenandoah,VSCIAll,33,59.38056284,49.32853718,35.30759104,63.34948332
Potomac-Shenandoah,VSCIAll,34,59.89220797,49.63305311,35.60429384,63.66181239
Potomac-Shenandoah,VSCIAll,35,60.03367761,50.98259126,37.05687038,64.90831213
Potomac-Shenandoah,VSCIAll,36,60.34986989,52.3321294,38.41330449,66.25095431
Potomac-Shenandoah,VSCIAll,37,61.075,53.32958487,39.45438182,67.20478791
Potomac-Shenandoah,VSCIAll,38,62.25789483,53.95647423,40.07676141,67.83618705
Potomac-Shenandoah,VSCIAll,39,63.895,54.58336358,40.53292841,68.63379876
Potomac-Shenandoah,VSCIAll,40,64.97658131,55.21025294,41.0882384,69.33226748
Potomac-Shenandoah,VSCIAll,41,66.11521523,61.01992586,46.88788064,75.15197108
Potomac-Shenandoah,VSCIAll,42,66.31,62.01738133,47.93843695,76.09632572
Potomac-Shenandoah,VSCIAll,43,66.62,63.36691947,49.19709439,77.53674456
Potomac-Shenandoah,VSCIAll,44,67.83,69.17659239,56.03315518,82.3200296
Potomac-Shenandoah,VSCIAll,45,67.95278259,69.48110833,56.32704716,82.63516949
Potomac-Shenandoah,VSCIAll,46,67.99908248,70.4785638,57.49442602,83.46270157
Potomac-Shenandoah,VSCIAll,47,68.11964612,71.10545315,58.16013735,84.05076895
Potomac-Shenandoah,VSCIAll,48,68.52,72.10290862,59.22558833,84.98022891
Potomac-Shenandoah,VSCIAll,49,68.535,72.72979798,59.87008126,85.5895147
Potomac-Shenandoah,VSCIAll,50,68.61492997,73.35668734,60.5648747,86.14849998
Potomac-Shenandoah,VSCIAll,51,69.025,74.70622548,61.60328892,87.80916204
Potomac-Shenandoah,VSCIAll,52,69.03,80.5158984,69.40403796,91.62775883
Potomac-Shenandoah,VSCIAll,53,69.06,81.86543654,71.01402454,92.71684855
Potomac-Shenandoah,VSCIAll,54,69.09,82.4923259,71.65868552,93.32596627
Potomac-Shenandoah,VSCIAll,55,70.09,83.16709497,72.35455118,93.97963876
Potomac-Shenandoah,VSCIAll,56,70.44,84.51663311,73.92759716,95.10566906
Potomac-Shenandoah,VSCIAll,57,70.81702097,85.86617126,75.33253811,96.3998044
Potomac-Shenandoah,VSCIAll,58,71.24139668,87.2157094,76.92474669,97.50667211
Potomac-Shenandoah,VSCIAll,59,71.49189621,88.56524754,78.54734326,98.58315182
Potomac-Shenandoah,VSCIAll,60,71.51791429,89.91478568,80.16827265,99.66129872
Potomac-Shenandoah,VSCIAll,61,74.1,90.54167504,80.82562204,100
Potomac-Shenandoah,VSCIAll,62,74.68,96.35134796,92.98417035,99.71852557
Potomac-Shenandoah,VSCIAll,63,75.005,97.7008861,95.29755137,100
Potomac-Shenandoah,VSCIAll,64,75.61,98.32777546,96.19336311,100
Potomac-Shenandoah,VSCIAll,65,75.915,99.00254453,97.22454198,100
Potomac-Shenandoah,VSCIAll,66,77.08625357,100,100,100
Rappahannock-York,VSCIAll,1,14.15835219,3.959441722,0,10.82159662
Rappahannock-York,VSCIAll,2,15.8967343,4.879186724,0,11.73315548
Rappahannock-York,VSCIAll,3,24.25,5.558978316,0,12.5146654
Rappahannock-York,VSCIAll,4,26.95628076,9.518420039,1.500437835,17.53640224
Rappahannock-York,VSCIAll,5,32.09,10.43816504,2.480979071,18.39535101
Rappahannock-York,VSCIAll,6,32.14413123,11.11795663,3.090089055,19.14582421
Rappahannock-York,VSCIAll,7,39.08049413,12.03770163,3.919477087,20.15592618
Rappahannock-York,VSCIAll,8,42.07697,12.46494288,4.308749803,20.62113595
Rappahannock-York,VSCIAll,9,42.09438301,13.14473447,4.90101575,21.38845319
Rappahannock-York,VSCIAll,10,42.72080382,14.06447947,6.339548776,21.78941017
Rappahannock-York,VSCIAll,11,42.78598762,14.98422447,7.006467801,22.96198115
Rappahannock-York,VSCIAll,12,43.57,18.9436662,10.15148391,27.73584848
Rappahannock-York,VSCIAll,13,44.37750778,22.90310792,12.09372367,33.71249217
Rappahannock-York,VSCIAll,14,46.99381758,23.82285292,12.9298232,34.71588264
Rappahannock-York,VSCIAll,15,47.05900922,27.78229464,15.88964781,39.67494147
Rappahannock-York,VSCIAll,16,47.55384259,28.46208623,16.64974776,40.27442471
Rappahannock-York,VSCIAll,17,47.88,32.42152796,19.52755514,45.31550077
Rappahannock-York,VSCIAll,18,48.43329191,33.34127296,20.47321521,46.20933071
Rappahannock-York,VSCIAll,19,48.77848121,37.30071468,23.98592207,50.61550729
Rappahannock-York,VSCIAll,20,49.55747253,37.98050627,24.67235416,51.28865839
Rappahannock-York,VSCIAll,21,49.98501439,41.939948,28.88192657,54.99796942
Rappahannock-York,VSCIAll,22,50.00217077,42.859693,29.75224181,55.96714418
Rappahannock-York,VSCIAll,23,50.86982256,46.81913472,32.97167092,60.66659852
Rappahannock-York,VSCIAll,24,53.13753737,50.77857644,37.61841967,63.93873322
Rappahannock-York,VSCIAll,25,54.78,51.45836803,38.2813712,64.63536487
Rappahannock-York,VSCIAll,26,55.21676769,51.88560928,38.69955767,65.07166088
Rappahannock-York,VSCIAll,27,56.42361936,55.845051,43.05718847,68.63291353
Rappahannock-York,VSCIAll,28,58.5,56.764796,44.00191184,69.52768016
Rappahannock-York,VSCIAll,29,58.76,56.90720975,44.14321489,69.67120461
Rappahannock-York,VSCIAll,30,59.53799676,57.1147452,44.34662742,69.88286299
Rappahannock-York,VSCIAll,31,59.65,61.07418692,48.49997739,73.64839646
Rappahannock-York,VSCIAll,32,59.77037697,61.21660067,48.64435468,73.78884666
Rappahannock-York,VSCIAll,33,60.175,61.89639226,49.24623226,74.54655227
Rappahannock-York,VSCIAll,34,60.3519858,62.81613726,50.22259867,75.40967586
Rappahannock-York,VSCIAll,35,60.45616217,63.49592886,50.89746667,76.09439104
Rappahannock-York,VSCIAll,36,61.06259701,64.41567386,51.85410905,76.97723867
Rappahannock-York,VSCIAll,37,61.59345076,65.33541886,52.80471658,77.86612114
Rappahannock-York,VSCIAll,38,61.9395818,69.29486058,58.68738156,79.90233961
Rappahannock-York,VSCIAll,39,62.735,70.21460558,59.70295861,80.72625256
Rappahannock-York,VSCIAll,40,62.75950868,70.64184683,60.13047055,81.1532231
Rappahannock-York,VSCIAll,41,63.63,71.56159183,60.97602138,82.14716228
Rappahannock-York,VSCIAll,42,63.94772244,71.76912728,61.1882946,82.34995996
Rappahannock-York,VSCIAll,43,64.02441618,72.44891887,61.88093503,83.01690271
Rappahannock-York,VSCIAll,44,64.41127364,72.87616012,62.33212196,83.42019827
Rappahannock-York,VSCIAll,45,64.88150997,73.08369557,62.5487047,83.61868644
Rappahannock-York,VSCIAll,46,65.24,73.76348716,63.1190178,84.40795652
Rappahannock-York,VSCIAll,47,65.83232934,74.1907284,63.51704106,84.86441575
Rappahannock-York,VSCIAll,48,66.32040314,74.39826386,63.73164368,85.06488403
Rappahannock-York,VSCIAll,49,66.425,75.07805545,64.50550755,85.65060335
Rappahannock-York,VSCIAll,50,66.6831679,75.75784704,65.30690296,86.20879112
Rappahannock-York,VSCIAll,51,67.37891884,79.71728876,71.40636506,88.02821246
Rappahannock-York,VSCIAll,52,67.4014,80.63703376,72.05558704,89.21848049
Rappahannock-York,VSCIAll,53,68.43728833,81.55677877,73.06121162,90.05234591
Rappahannock-York,VSCIAll,54,68.51041767,82.47652377,74.1757855,90.77726204
Rappahannock-York,VSCIAll,55,68.96,82.90376501,74.67368257,91.13384745
Rappahannock-York,VSCIAll,56,68.97706346,83.5835566,75.40136151,91.7657517
Rappahannock-York,VSCIAll,57,69.19,83.79109206,75.61628754,91.96589657
Rappahannock-York,VSCIAll,58,69.22616288,83.99862751,75.83547949,92.16177553
Rappahannock-York,VSCIAll,59,69.74,84.20616296,76.05314995,92.35917597
Rappahannock-York,VSCIAll,60,69.75,84.88595455,76.60058394,93.17132516
Rappahannock-York,VSCIAll,61,69.9656757,85.56574614,77.28339844,93.84809385
Rappahannock-York,VSCIAll,62,70.14,85.99298739,77.70213066,94.28384411
Rappahannock-York,VSCIAll,63,70.19959564,86.42022863,78.17416506,94.66629221
Rappahannock-York,VSCIAll,64,71.12235148,86.84746987,78.58777544,95.10716431
Rappahannock-York,VSCIAll,65,71.42,87.52726147,79.14264529,95.91187764
Rappahannock-York,VSCIAll,66,71.53454558,87.73479692,79.33867866,96.13091517
Rappahannock-York,VSCIAll,67,71.68089765,88.41458851,80.06666178,96.76251524
Rappahannock-York,VSCIAll,68,72.43,88.55700226,80.2082879,96.90571662
Rappahannock-York,VSCIAll,69,72.76417158,88.76453771,80.41136549,97.11770993
Rappahannock-York,VSCIAll,70,73.8,89.68428271,81.31236761,98.05619781
Rappahannock-York,VSCIAll,71,74.005,93.64372443,87.75832576,99.52912311
Rappahannock-York,VSCIAll,72,74.905,94.07096568,88.10071771,100
Rappahannock-York,VSCIAll,73,75.21,94.99071068,89.16516424,100
Rappahannock-York,VSCIAll,74,76.02168991,95.19824613,89.37790885,100
Rappahannock-York,VSCIAll,75,77.31561736,95.40578158,89.59279041,100
Rappahannock-York,VSCIAll,76,77.875,95.61331703,89.81143022,100
Rappahannock-York,VSCIAll,77,80.04753615,96.04055828,90.27480675,100
Rappahannock-York,VSCIAll,78,84.8,100,100,100
Chowan,VSCIAll,1,18.105,6.012153622,0,14.93262189
Chowan,VSCIAll,2,21.365,7.044372751,0,16.179902
Chowan,VSCIAll,3,22.31799671,13.05652637,0.427729267,25.68532348
Chowan,VSCIAll,4,31.85731176,15.06057758,2.388312922,27.73284224
Chowan,VSCIAll,5,33.98726834,16.45715029,3.965895213,28.94840536
Chowan,VSCIAll,6,34.74,18.46120149,5.86935467,31.05304832
Chowan,VSCIAll,7,36.39,19.49342062,6.717092181,32.26974906
Chowan,VSCIAll,8,37.88361766,20.14215854,7.306386525,32.97793056
Chowan,VSCIAll,9,40.37873389,21.53873125,8.521516361,34.55594614
Chowan,VSCIAll,10,41.24848132,27.55088487,12.48070081,42.62106894
Chowan,VSCIAll,11,41.5535742,28.583104,13.50896824,43.65723976
Chowan,VSCIAll,12,42.31021127,29.97967671,14.80149415,45.15785926
Chowan,VSCIAll,13,43.18,31.37624941,16.08034264,46.67215619
Chowan,VSCIAll,14,44.465,32.77282212,17.34851577,48.19712846
Chowan,VSCIAll,15,45.66366652,33.42156004,17.977885,48.86523508
Chowan,VSCIAll,16,45.90993294,34.81813275,19.53434765,50.10191784
Chowan,VSCIAll,17,46.68,36.82218395,21.41124175,52.23312615
Chowan,VSCIAll,18,46.78989845,42.83433757,26.57342746,59.09524769
Chowan,VSCIAll,19,49.34825085,43.1494666,26.93150824,59.36742496
Chowan,VSCIAll,20,51.2091701,44.18168573,28.18414147,60.17922999
Chowan,VSCIAll,21,52.255,44.49681476,28.47813468,60.51549484
Chowan,VSCIAll,22,54.39209766,44.81194379,28.84930996,60.77457761
Chowan,VSCIAll,23,54.73740243,50.82409741,36.12710407,65.52109074
Chowan,VSCIAll,24,55.09887553,51.47283533,36.74537579,66.20029486
Chowan,VSCIAll,25,55.52545236,52.12157325,37.28000286,66.96314364
Chowan,VSCIAll,26,56.04609727,52.43670227,37.5566537,67.31675085
Chowan,VSCIAll,27,56.3,53.83327498,38.90923017,68.7573198
Chowan,VSCIAll,28,57.47,59.8454286,45.0497489,74.64110831
Chowan,VSCIAll,29,57.679058,60.16055763,45.39335564,74.92775962
Chowan,VSCIAll,30,59.05148184,66.17271125,52.45819868,79.88722383
Chowan,VSCIAll,31,59.66788493,67.56928396,54.03323897,81.10532895
Chowan,VSCIAll,32,59.89132007,68.96585667,55.66928427,82.26242906
Chowan,VSCIAll,33,60.10011484,69.9980758,56.87423198,83.12191961
Chowan,VSCIAll,34,60.73,71.03029492,57.97979662,84.08079323
Chowan,VSCIAll,35,61.27,72.06251405,59.06974805,85.05528006
Chowan,VSCIAll,36,61.72,73.45908676,60.54543267,86.37274085
Chowan,VSCIAll,37,61.89712355,74.85565947,62.02636148,87.68495746
Chowan,VSCIAll,38,62.12557608,76.25223217,63.58560302,88.91886132
Chowan,VSCIAll,39,62.58374116,76.90097009,64.30114593,89.50079426
Chowan,VSCIAll,40,62.92,78.2975428,65.76200443,90.83308116
Chowan,VSCIAll,41,63.12,78.61267183,66.1099573,91.11538635
Chowan,VSCIAll,42,63.19316875,79.64489096,67.18219913,92.10758278
Chowan,VSCIAll,43,63.54704239,79.87127091,67.43413056,92.30841126
Chowan,VSCIAll,44,65.39643555,85.88342453,76.77411985,94.99272922
Chowan,VSCIAll,45,67.23,86.53216245,77.47139184,95.59293306
Chowan,VSCIAll,46,69.2,87.56438158,78.68358926,96.4451739
Chowan,VSCIAll,47,70.83947643,87.87951061,78.86028099,96.89874023
Chowan,VSCIAll,48,71.20767668,88.10589057,79.11903683,97.0927443
Chowan,VSCIAll,49,71.50836734,88.75462848,79.83322519,97.67603178
Chowan,VSCIAll,50,72.04656643,89.4033664,80.56259448,98.24413833
Chowan,VSCIAll,51,72.29013084,89.62974636,80.78831123,98.47118149
Chowan,VSCIAll,52,73.07890664,95.64189998,92.76037957,98.52342039
Chowan,VSCIAll,53,73.46930983,96.2906379,93.76379187,98.81748393
Chowan,VSCIAll,54,73.63717354,96.93937582,94.85238503,99.02636662
Chowan,VSCIAll,55,74.95313025,97.25450485,95.16658679,99.34242291
Chowan,VSCIAll,56,77.59157117,97.4808848,95.37827292,99.58349669
Chowan,VSCIAll,57,78.39,98.51310393,97.47353491,99.55267296
Chowan,VSCIAll,58,80.85,98.82823296,97.83460242,99.8218635
Chowan,VSCIAll,59,81.42460303,99.14336199,98.32381308,99.9629109
Chowan,VSCIAll,60,86.0234306,99.45849102,98.82541604,100
Chowan,VSCIAll,61,86.29745305,99.68487097,99.12109439,100
Chowan,VSCIAll,62,88.14,100,100,100
Tennessee,VSCIAll,1,33.13,0.476244323,0,1.278392035
Tennessee,VSCIAll,2,33.78991647,1.501480869,0,3.476054691
Tennessee,VSCIAll,3,37.86,2.259242187,0,4.692349616
Tennessee,VSCIAll,4,38.32167978,6.672818067,0,13.56102256
Tennessee,VSCIAll,5,39.33,7.430579384,0.876872739,13.98428603
Tennessee,VSCIAll,6,40.26554832,8.188340702,1.59089928,14.78578212
Tennessee,VSCIAll,7,41.75156559,8.946102019,2.246535612,15.64566843
Tennessee,VSCIAll,8,43.94,9.971338565,3.30159834,16.64107879
Tennessee,VSCIAll,9,46.055,14.38491445,5.581249334,23.18857956
Tennessee,VSCIAll,10,46.275,15.41015099,6.468653443,24.35164854
Tennessee,VSCIAll,11,46.94877431,15.88639531,6.91316158,24.85962905
Tennessee,VSCIAll,12,48.00258783,16.36263964,7.364804279,25.360475
Tennessee,VSCIAll,13,49.061766,16.83888396,7.804656789,25.87311113
Tennessee,VSCIAll,14,49.63596747,17.07022301,8.02559156,26.11485445
Tennessee,VSCIAll,15,50.73,19.27701095,9.73532081,28.81870108
Tennessee,VSCIAll,16,50.89,23.69058683,12.66141496,34.71975869
Tennessee,VSCIAll,17,51.34422625,24.44834814,13.45201368,35.44468261
Tennessee,VSCIAll,18,52.13399529,25.20610946,14.20015416,36.21206476
Tennessee,VSCIAll,19,52.24142857,25.68235378,14.78255377,36.5821538
Tennessee,VSCIAll,20,52.88,26.4401151,15.51435718,37.36587303
Tennessee,VSCIAll,21,53.08815779,30.85369098,19.39085179,42.31653018
Tennessee,VSCIAll,22,53.3,31.32993531,19.84679248,42.81307813
Tennessee,VSCIAll,23,53.85736333,31.80617963,20.32023118,43.29212808
Tennessee,VSCIAll,24,53.89101788,32.03751867,20.55606684,43.5189705
Tennessee,VSCIAll,25,54.185,33.06275522,21.49733672,44.62817371
Tennessee,VSCIAll,26,54.1918461,33.82051654,22.30881905,45.33221402
Tennessee,VSCIAll,27,54.655,34.29676086,22.75073456,45.84278716
Tennessee,VSCIAll,28,55.33387105,35.05452218,23.42778502,46.68125934
Tennessee,VSCIAll,29,56.28,35.8122835,24.12539099,47.499176
Tennessee,VSCIAll,30,57.36,36.83752004,25.08566934,48.58937074
Tennessee,VSCIAll,31,57.86,37.31376436,25.66965584,48.95787289
Tennessee,VSCIAll,32,58.01,38.07152568,26.44136019,49.70169117
Tennessee,VSCIAll,33,58.35,38.829287,27.22118311,50.43739089
Tennessee,VSCIAll,34,59.255,39.58704832,28.03939299,51.13470365
Tennessee,VSCIAll,35,59.9630165,44.0006242,32.40694228,55.59430611
Tennessee,VSCIAll,36,60.135,44.47686852,32.90132541,56.05241163
Tennessee,VSCIAll,37,60.96547596,45.23462984,33.7089684,56.76029128
Tennessee,VSCIAll,38,61.02165386,45.71087416,34.12821632,57.293532
Tennessee,VSCIAll,39,61.08,46.73611071,35.18862072,58.2836007
Tennessee,VSCIAll,40,61.79,47.21235503,35.72780831,58.69690175
Tennessee,VSCIAll,41,61.9349016,47.97011635,36.54302845,59.39720425
Tennessee,VSCIAll,42,62.04949308,52.38369223,40.6182096,64.14917486
Tennessee,VSCIAll,43,62.25,53.40892877,41.60159095,65.21626659
Tennessee,VSCIAll,44,62.74,53.75067429,41.95932201,65.54202657
